Customer_ID,Customer_Name,Contact_Name,Contact_Email,Contact_Phone,Industry,Region,Annual_Revenue,Total_Employees,Account_Manager,Last_Contact_Date,Lead_Source,Priority,Open_Tickets,Closed_Tickets,Customer_Satisfaction_Score,Potential_Opportunity_Value,Current_Contract_Value
CUST-01065,"Inc Mathews, Morales and Vega",Patrick Ortiz,fbarber@wood-wyatt.com,-5753,Magnetics,United States,49872603.95,2477,Patrick Ortiz,5/14/2020 14:37,Trade Show,High,4,38,2.38,215313.29,5525778.13
CUST-01066,Ltd Martin-Drake,Sarah Young,nicholas53@gmail.com,-5763,Defense,United States,252024352.5,3917,Sarah Young,2/1/2020 10:23,Trade Show,Low,19,34,4.08,110313.83,9353377.63
CUST-01067,"Group Walker, Taylor and Cisneros",Kathleen Martin,thomas03@gmail.com,-2860,Automotive,United States,517916896.4,9521,Kathleen Martin,10/14/2020 8:49,Online,Medium,9,28,1.64,247820.38,8979603.41
CUST-01068,LLC Bailey Inc,Betty Robertson,reynoldsmadison@hotmail.com,-7814,Manufacturing,United States,48114630.09,7979,Betty Robertson,5/3/2020 12:24,Trade Show,Low,18,29,4.68,428881.98,8650501.36
CUST-01069,LLC Hardy-Morris,Christine Torres,mistylucero@cruz.biz,-4787,Technology,United States,498200208.3,9538,Christine Torres,2/5/2020 13:41,Referral,Low,10,14,5,713385.39,6968661.46
CUST-01070,LLC Anderson Inc,Renee Ross,jennifer28@martinez.com,-7496,Magnetics,United States,40219422.49,7329,Renee Ross,1/21/2020 11:08,Trade Show,High,0,9,2.56,959016.04,4034336.14
CUST-01071,Group Mann-Carr,Anthony Robinson,shanedixon@yahoo.com,-6832,Automotive,United States,870618240.6,5138,Anthony Robinson,10/4/2020 15:25,Online,Medium,8,37,3.74,323516.9,6614999.92
CUST-01072,Group Tran Inc,Jeremy Cooper,tnguyen@webster.biz,-8011,Defense,United States,63161036.77,623,Jeremy Cooper,3/28/2020 15:57,Cold Call,Medium,10,26,4.2,110991.38,2641228
CUST-01073,LLC Calhoun Ltd,Rebecca Barrett,xoliver@thompson-nicholson.info,-9584,Energy,United States,149909593,1940,Rebecca Barrett,10/13/2020 8:07,Cold Call,Low,11,3,4.86,811410.93,8895775.25
CUST-01074,PLC Lee-Ramirez,Erin Williams,ashley41@hotmail.com,-11224,Defense,United States,384368182.2,8831,Erin Williams,12/23/2020 16:24,Referral,Medium,12,7,4.02,79631.9,8978219
CUST-01075,LLC Johnson-Klein,Bradley Rodriguez,holmeseric@knight.com,-3492,Automotive,United States,777856489,9676,Sarah Chaney,8/6/2020 9:23,Trade Show,High,14,34,2.27,853937.92,5414083.74
CUST-01076,Group Rich Inc,Dr. Katelyn Perez,gespinoza@mason.com,-3716,Manufacturing,United States,23386986.06,9277,Dr. Katelyn Perez,10/30/2020 10:55,Cold Call,High,19,9,2.62,916315.04,4409420.79
CUST-01077,Group Sullivan PLC,Christina Hendrix,mpatterson@yahoo.com,-6163,Magnetics,United States,718012325,6638,Christina Hendrix,12/2/2020 8:55,Trade Show,High,10,45,2.03,761143.53,8694995.84
CUST-01078,"LLC Hayes, Brown and Figueroa",Breanna Taylor,philipwilliams@gmail.com,-8770,Energy,United States,765198624.4,9495,Breanna Taylor,11/28/2020 16:40,Online,Medium,16,4,1.68,551454.63,8169038.6
CUST-01079,Group Ward LLC,Mrs. Brittany Higgins DDS,adunn@brown.org,-2440,Defense,United States,414794334,5633,Mrs. Brittany Higgins DDS,11/18/2020 10:01,Online,Medium,16,32,2.07,492080.49,5229367.48
CUST-01080,LLC Valentine Group,Vicki Baker,crystalrangel@hotmail.com,-6453,Automotive,United States,968894463.7,4653,Vicki Baker,4/29/2020 9:15,Cold Call,High,16,1,4.09,64355.46,4690556.39
CUST-01081,Ltd Fields Inc,David Phillips,jeffrey21@hotmail.com,-9823,Manufacturing,United States,582082240.6,4869,David Phillips,1/5/2020 16:41,Online,Low,8,42,4.21,533389.08,8529349.43
CUST-01082,and Sons Huang PLC,Todd Conley,davidwhite@wood.com,-4862,Manufacturing,United States,434207042.9,5642,Todd Conley,9/17/2020 8:43,Online,Medium,12,44,2.08,433322.55,8721051.45
CUST-01083,"PLC Meadows, Long and Lee",John Underwood,edwardware@petersen.info,-10719,Technology,United States,59483478.71,5941,John Underwood,6/8/2020 8:20,Online,Medium,9,8,2.91,473734.73,640624.26
CUST-01084,"and Sons Wagner, Gutierrez and Bradley",Brandon White,ywoods@yahoo.com,-11047,Automotive,United States,779854481.5,3615,Brandon White,12/21/2020 8:02,Referral,Low,13,26,4.33,885955.22,4383120.64
CUST-01085,Inc Dalton-Mckinney,Christopher Hill,jgreen@hotmail.com,-7159,Magnetics,United States,59739389.21,1825,Christopher Hill,5/12/2020 12:27,Online,Medium,2,49,2.68,992694.46,8751015.27
CUST-01086,"and Sons Olsen, Thompson and Dunn",Erica Madden,gillandrew@gmail.com,-5402,Manufacturing,United States,87072027.79,1576,Erica Madden,4/29/2020 10:00,Cold Call,Medium,13,32,4.13,303118.24,3335713.18
CUST-01087,Ltd White-Allen,Blake Butler,frederickveronica@thompson.biz,-7917,Magnetics,United States,541597511.3,5008,Blake Butler,6/7/2020 11:22,Online,High,5,47,4.27,466944.97,1310867.74
CUST-01088,"PLC Sparks, Nguyen and Hall",Deanna Young,nwilliams@hotmail.com,-8403,Technology,United States,93080572.39,2882,Deanna Young,10/7/2020 11:39,Referral,High,3,43,4.31,659060,5964301.46
CUST-01089,"Inc Hernandez, Moreno and Adams",Jeffrey Santiago,ndavenport@gmail.com,-5055,Energy,United States,514241148,4948,Jeffrey Santiago,10/10/2020 11:44,Cold Call,High,15,23,3.41,571087.01,5202385.66
CUST-01090,PLC Bradley Ltd,Gene Lee,austin17@yahoo.com,-4383,Magnetics,United States,195753848.3,6631,Gene Lee,4/14/2020 10:57,Referral,High,6,1,2.67,603299.81,8287911.77
CUST-01091,Ltd Simmons Ltd,Carol Anderson,richardburton@gmail.com,-5601,Energy,United States,672236134,1473,Carol Anderson,8/17/2020 10:26,Trade Show,High,7,3,1.94,317963.54,4096051.43
CUST-01092,LLC Harrison-Parrish,Kaitlin Owens,johnnywolfe@gmail.com,-4732,Energy,United States,730912544.7,5018,Kaitlin Owens,10/23/2020 13:39,Cold Call,Medium,11,48,4.57,710575.15,2786562.73
CUST-01093,Inc Gibson Group,Gerald Thompson,iancook@glass-sharp.com,-4275,Energy,United States,844536017.9,1439,Gerald Thompson,1/31/2020 11:21,Trade Show,Low,11,40,1,261717.97,2258374.96
CUST-01094,and Sons Mcfarland Group,Julie Bradford,john63@baker-harvey.info,-3663,Technology,United States,325830549.3,9104,Julie Bradford,12/30/2020 9:11,Cold Call,High,1,31,2.26,312649.95,9965271.37
CUST-01095,Inc Nicholson-Garcia,Victor Gibson,nvance@hotmail.com,-3188,Manufacturing,United States,533328101.1,435,Victor Gibson,3/17/2020 10:13,Trade Show,Low,10,9,3.67,801426.31,3557524.67
CUST-01096,Group Walker Group,Angela Sanchez,samantha77@atkins-bass.com,-10165,Manufacturing,United States,653619757.3,974,Angela Sanchez,7/27/2020 10:50,Trade Show,Medium,15,22,2.81,856604.22,1142270.41
CUST-01097,"Group Bowen, Cooper and Rogers",Destiny Wilson,michele36@hotmail.com,-2858,Technology,United States,524610188.3,1633,Destiny Wilson,12/8/2020 9:37,Cold Call,Medium,18,24,2.46,462756.89,4636681.51
CUST-01098,and Sons Maldonado-Hall,Megan Flores,conleyrobert@gmail.com,-5000,Technology,United States,382786815.5,8637,Megan Flores,9/20/2020 14:42,Referral,Low,4,24,1.15,196424.75,7297177.09
CUST-01099,Inc Barber-Hamilton,Doris Becker,vpitts@gmail.com,-10963,Automotive,United States,592617125.2,1141,Doris Becker,11/23/2020 16:50,Trade Show,Low,2,4,3.04,374302.78,985918.34
CUST-01100,"and Sons Brown, Oliver and Tran",Joan Chen,courtney73@hotmail.com,-4649,Manufacturing,United States,854183366.6,322,Joan Chen,11/30/2020 11:18,Online,High,0,36,1.29,345455.77,1252434.05
CUST-01101,Inc Harris-Carrillo,Jeffrey Carter,jacquelineriley@gmail.com,-5281,Magnetics,United States,288486724.2,7930,Jeffrey Carter,4/17/2020 11:44,Online,Medium,9,42,2.17,194585.49,2724005.99
CUST-01102,Inc Salinas and Sons,Holly Miller,orodriguez@hernandez.org,-8747,Defense,United States,110492660.7,3129,Holly Miller,10/24/2020 14:39,Trade Show,Low,19,20,1.78,959553.17,3059044.09
CUST-01103,Group Mason-Padilla,John James,masonamy@lewis-burns.net,-2668,Manufacturing,United States,523813641.5,1821,John James,4/4/2020 10:59,Referral,Low,13,41,2.57,252321.17,1763258.34
CUST-01104,"Ltd Wells, Alvarez and Chang",Timothy Johnson,holmesmario@gmail.com,-4284,Energy,United States,433427113.5,9458,Eric Brandt,7/24/2020 15:59,Cold Call,High,16,25,1.79,137207.63,3928899.88
CUST-01105,Inc Patel-Stewart,Tina Wilkinson,henryashley@mcgee-white.com,-10933,Manufacturing,United States,146928754.4,7932,Tina Wilkinson,12/7/2020 13:05,Referral,Low,13,28,3.74,192501.65,2239766.63
CUST-01106,PLC Hammond-Mcdaniel,Cathy Allen,christina19@griffin.com,-10880,Defense,United States,570204434.9,9747,Cathy Allen,11/27/2020 15:24,Referral,High,17,3,1.11,876988.85,5447360.42
CUST-01107,Inc Lindsey Inc,Edward Martinez,mcfarlandmichelle@robinson-wilson.org,-5844,Technology,United States,456107255.7,9759,Dakota Melton,9/7/2020 13:27,Referral,Medium,6,46,3.2,189735.51,6439076.24
CUST-01108,Group Hicks Group,Gerald Stevens,philip89@reid.org,-7188,Technology,United States,150208925.2,3468,Gerald Stevens,10/18/2020 11:58,Online,Low,9,5,3.16,522520.11,6101947.39
CUST-01109,Ltd Hughes Ltd,Sherri Beard,kathleenfowler@medina-moore.org,-9697,Magnetics,United States,255314839.9,7055,Sherri Beard,10/13/2020 12:19,Cold Call,Low,4,32,4.97,849401.26,4523595.03
CUST-01110,LLC Farmer-Newman,Kathleen Powell,marissa72@robinson.org,-11049,Magnetics,United States,725361600.8,8737,Kathleen Powell,8/4/2020 13:40,Trade Show,Low,6,16,3.52,570291.63,8413701.34
CUST-01111,Inc Stone Inc,Michelle Collier,davisvictoria@edwards-mitchell.info,-4373,Defense,United States,871837730.5,7011,Michelle Collier,6/9/2020 8:22,Online,Medium,18,14,4.87,133009.04,1245251.7
CUST-01112,and Sons Boyle Inc,Adam Fischer,taylorseth@maldonado-hunt.org,-6508,Defense,United States,958614290.9,211,Adam Fischer,11/25/2020 9:06,Trade Show,High,9,11,3.59,121477.16,9905160.08
CUST-01113,Inc Pitts-Stein,Alejandro Schultz,ldudley@gmail.com,-4240,Manufacturing,United States,340445976.2,6867,Alejandro Schultz,3/19/2020 11:53,Online,Low,19,17,3.54,683469.25,4129054.95
CUST-01114,PLC Vasquez-Rivers,Dr. Anthony Jones,librittany@mitchell.info,-2699,Automotive,United States,18807200.48,1537,Dr. Anthony Jones,7/2/2020 8:59,Referral,High,2,3,3.08,161204.57,1376725.08
CUST-01115,"Inc Shepherd, Hall and Cooper",Thomas Brown,millersherry@yahoo.com,-7276,Technology,United States,314666785.5,4981,Thomas Brown,3/14/2020 8:03,Referral,High,19,42,1.17,58203.99,3731817.42
CUST-01116,"and Sons Peterson, Robinson and Graves",Glenn Reilly,sandovalchristopher@yahoo.com,-5103,Automotive,United States,157729460.8,6203,Glenn Reilly,10/5/2020 14:07,Referral,Medium,5,4,4.59,674617.58,3848756.28
CUST-01117,and Sons Vasquez and Sons,Erin Smith,jessicaholland@lin.org,-6550,Defense,United States,174432578.5,2058,Erin Smith,4/8/2020 15:11,Cold Call,Low,3,24,3.81,981531.99,2982597.64
CUST-01118,Inc Clark Inc,Cody Garcia,nicole82@elliott.com,-4795,Defense,United States,231723974.6,1818,Cody Garcia,9/12/2020 10:58,Cold Call,Medium,13,33,4.93,637533.93,4202226.05
CUST-01119,LLC Jackson and Sons,David Daniel,jfaulkner@ramsey.com,-6919,Energy,United States,959296294.3,6109,David Daniel,2/10/2020 10:05,Cold Call,High,8,25,2.93,751647.24,1595283.94
CUST-01120,Inc Palmer-Pace,Patricia Chambers,matthewsullivan@young.biz,-3637,Energy,United States,865388158.1,4929,Patricia Chambers,6/11/2020 10:48,Cold Call,Medium,17,47,4.37,105831.91,8786092.59
CUST-01121,Inc Pacheco-Flores,Lisa Rogers,lisadickson@robinson-matthews.com,-7848,Energy,United States,672356956.5,8624,Lisa Rogers,8/11/2020 9:53,Trade Show,Low,2,13,4.7,804543.48,1558600.6
CUST-01122,Inc Rowland-Fisher,Jeffrey Casey,josejohnson@yahoo.com,-4292,Defense,United States,76702183.94,2853,Jeffrey Casey,10/5/2020 13:37,Referral,Low,9,4,1.8,114799.72,100146.33
CUST-01123,"and Sons Noble, Patel and Jackson",Sydney Vance,javier78@murphy.biz,-2127,Defense,United States,101156842.7,2111,Sydney Vance,5/31/2020 12:48,Cold Call,High,6,17,4.51,531893.2,9797530.14
CUST-01124,LLC Solis Ltd,Alexandria Downs,wayneclark@hotmail.com,-11710,Energy,United States,882032733.4,9911,Alexandria Downs,2/5/2020 8:05,Cold Call,High,9,32,1.69,183088.48,6284785.32
CUST-01125,"Inc Gates, Mann and Jenkins",Christine Evans,charles73@gmail.com,-6479,Automotive,United States,42310323.31,782,Christine Evans,1/12/2020 14:53,Cold Call,Low,11,25,1.67,841069.98,3932339.87
CUST-01126,PLC Edwards-Barrera,Tiffany Soto,richardward@wright-robles.info,-6826,Defense,United States,80790746.28,8656,Tiffany Soto,9/21/2020 12:16,Cold Call,Low,14,11,3.56,173989.58,6873799.85
CUST-01127,"Ltd Powell, Ball and Soto",Donna Wilkerson,nathan76@brandt.com,-7383,Automotive,United States,250804260.8,9705,Donna Wilkerson,1/2/2020 10:40,Cold Call,Medium,7,45,1.19,28369.24,7767004.25
CUST-01128,Inc Graham-Shelton,Melissa Campbell,mackenzie04@gmail.com,-4940,Automotive,United States,105054429.9,686,Melissa Campbell,11/6/2020 10:02,Referral,Low,3,4,2.57,990626,6926158.45
CUST-01129,and Sons Tate-Howe,Michael Barajas,jason12@gmail.com,-7437,Magnetics,United States,746181627.6,363,Michael Barajas,3/30/2020 14:26,Trade Show,Low,16,29,3.79,250327.03,1021104.28
CUST-01130,"Group Jackson, Johnson and Aguilar",Anthony Aguirre,vadkins@yahoo.com,-10013,Automotive,United States,5182688.04,5892,Anthony Aguirre,3/17/2020 10:18,Referral,Medium,1,19,1.19,424388.21,1282673.06
CUST-01131,"Group Smith, Stein and Sanford",Candice Williamson,jonesanthony@hotmail.com,-8143,Manufacturing,United States,499933457,9356,Candice Williamson,6/1/2020 13:59,Referral,Medium,3,7,4.49,926756.66,4269681.01
CUST-01132,Group Hampton-Jarvis,Amanda Dougherty,donnagarcia@gmail.com,-11642,Manufacturing,United States,321957171.2,7214,Amanda Dougherty,10/13/2020 8:20,Referral,Medium,15,25,2.21,796318.21,9278844.83
CUST-01133,LLC Black-Fuller,James Perkins,jameswilson@campbell.com,-2513,Technology,United States,606206882.8,2858,James Perkins,12/28/2020 9:24,Cold Call,Low,0,6,3.42,144953.13,9790950.58
CUST-01134,and Sons Wilcox and Sons,Amy Conley,cynthiaholden@bell.net,-3415,Magnetics,United States,821802945.6,3905,Amy Conley,3/19/2020 10:08,Referral,Low,16,9,3.6,217429.13,2808337.68
CUST-01135,"LLC Booth, Martin and Gregory",Jordan Walsh,garzaalicia@gmail.com,-9473,Defense,United States,128661649,6232,Jordan Walsh,1/16/2020 14:08,Cold Call,Low,19,25,2.51,223842.86,8569130.32
CUST-01136,"LLC Williams, Santos and Vargas",Alexandra Price,wallemma@hotmail.com,-8781,Energy,United States,430683554.4,8126,Alexandra Price,2/26/2020 12:38,Cold Call,Low,6,29,3.76,781492.14,4615006.93
CUST-01137,LLC Hall-Grant,Carl Parker,gjones@gmail.com,-6079,Defense,United States,51050913.07,1357,Carl Parker,9/30/2020 8:39,Online,High,10,7,3.73,369580.82,7380993.09
CUST-01138,"Inc Lee, Matthews and Howard",Felicia Miller,james91@williams.org,-5592,Technology,United States,236325215.4,4791,Felicia Miller,10/12/2020 12:23,Trade Show,Medium,19,32,3.77,475679.57,7321938.74
CUST-01139,"Ltd White, Adams and Hawkins",Robert Francis,rfranklin@hotmail.com,-8641,Manufacturing,United States,504767784.9,9169,Robert Francis,8/11/2020 8:56,Referral,Low,2,41,4.93,55884.31,4907734.11
CUST-01140,"Ltd Allen, Jones and Williams",Christopher Crosby,karenmartin@gmail.com,-2378,Energy,United States,863792091,1865,Christopher Crosby,9/10/2020 9:12,Cold Call,Low,8,9,3.66,190283.13,1515521.97
CUST-01141,"Group Oliver, Cruz and Tucker",Paul Bradley,brian76@yahoo.com,-5911,Technology,United States,418406180.6,6619,Paul Bradley,1/4/2020 12:05,Online,Medium,10,21,1.73,820251.01,5837083.32
CUST-01142,"Inc Johnson, Lopez and Manning",Rachel Howell,donna13@gibson.com,-9070,Automotive,United States,699981261.6,1817,Rachel Howell,12/29/2020 8:00,Cold Call,Low,2,35,3.41,887125.11,8117012.59
CUST-01143,"Group Mendez, Guerra and Johnson",Lisa Schroeder,gsmith@hernandez.org,-5122,Technology,United States,182906459,6221,Lisa Schroeder,2/25/2020 10:10,Online,Medium,0,45,2.88,602948.23,2580239.91
CUST-01144,Ltd Morgan-Donovan,Aimee Garcia,lmaddox@howell-rodriguez.com,-9459,Technology,United States,369554604,1586,Aimee Garcia,3/15/2020 12:14,Cold Call,High,6,14,1.09,505020.42,4074108.44
CUST-01145,Group Johnston-Santos,Angela Garrett,crichardson@barton-carter.com,-10779,Automotive,United States,857715161.8,9196,Angela Garrett,9/22/2020 13:22,Cold Call,Medium,5,34,2.58,840118.21,5174307.96
CUST-01146,Group Black and Sons,Jeffrey Davies,edward58@collins.net,-9450,Automotive,United States,126852297.5,2160,Jeffrey Davies,2/14/2020 13:45,Trade Show,Low,18,45,1.17,294245.98,9826025.99
CUST-01147,Inc Patton Group,Kimberly Nelson,clinekaren@yahoo.com,-10070,Manufacturing,United States,394226712.8,8393,Kimberly Nelson,2/8/2020 8:26,Referral,Medium,6,28,4.6,171718.35,8248210.23
CUST-01148,"and Sons Allen, Evans and Hall",Jason Martinez,tyler43@hotmail.com,-3734,Technology,United States,685975682.4,8458,Jason Martinez,11/25/2020 16:12,Online,Low,1,15,4.9,108975.57,8288482.6
CUST-01149,Ltd Harrison PLC,James Green,alexisstewart@wade-allen.com,-7202,Technology,United States,856908610.5,9213,James Green,5/27/2020 14:59,Referral,High,16,28,2.57,333659.54,1069896.05
CUST-01150,LLC Floyd PLC,Bridget Moses,achandler@yahoo.com,-11214,Magnetics,United States,294795928.9,8518,Deanna Jones,6/20/2020 11:19,Trade Show,Low,2,11,2.33,207533.49,6822921.7
CUST-01151,LLC Hoover-Pruitt,Paul Sherman,michaellove@moore.com,-6702,Technology,United States,363956107.9,796,Paul Sherman,9/25/2020 14:54,Cold Call,Low,17,3,2.28,408397.78,574536.45
CUST-01152,Inc Myers-Rogers,Andrew Willis,pamela66@torres-fields.info,-2803,Automotive,United States,802786725.7,2257,Andrew Willis,4/29/2020 11:26,Trade Show,High,8,36,4.39,622524.27,2723436.52
CUST-01153,and Sons Miller and Sons,Michael Johnson,sherriking@reyes.com,-2950,Automotive,United States,271052755.7,4406,Michael Johnson,4/23/2020 12:55,Trade Show,Low,11,42,2.27,294820.91,1148209.74
CUST-01154,"PLC Hughes, Martinez and Navarro",Eric Oneal,jonathanblake@gmail.com,-2829,Defense,United States,894543423.5,1307,Eric Oneal,5/27/2020 9:19,Cold Call,High,4,27,1.28,608531.81,8084487.49
CUST-01155,LLC Huff-Ramirez,Hunter Brown,lmcmahon@long-perry.com,-2789,Energy,United States,212252323.1,7715,Hunter Brown,7/30/2020 11:47,Trade Show,High,6,1,4.83,227325.57,9558453.24
CUST-01156,"Ltd Burns, Jones and Jacobs",Daniel Benson,thomaschristy@byrd.net,-2312,Defense,United States,736535447,3816,Daniel Benson,11/21/2020 11:38,Cold Call,Low,0,28,2.42,77709.51,1634742.62
CUST-01157,PLC Pena Inc,Mary Logan,collinsjennifer@gmail.com,-3323,Technology,United States,31779795.47,8496,Mary Logan,6/5/2020 11:22,Cold Call,High,8,33,1.46,806569.3,2395147.07
CUST-01158,LLC Evans LLC,Kristy Matthews DVM,smithjohn@hotmail.com,-3200,Energy,United States,377461856.2,5372,Kristy Matthews DVM,8/30/2020 8:15,Trade Show,High,11,18,2.38,369035.72,6894331.81
CUST-01159,"PLC Bennett, Peters and Kent",Kurt Brooks,ashley74@lewis.com,-10883,Automotive,United States,663727664.1,3065,Kurt Brooks,2/1/2020 11:00,Online,High,13,39,4.41,839454.6,5028182.07
CUST-01160,Group Moore Ltd,Yolanda Lee,erichards@johnson-jones.com,-6523,Energy,United States,817627678.2,7241,Jennifer Jones,10/15/2020 9:14,Referral,Low,7,27,2.79,623075.41,1308040.26
CUST-01161,"PLC Duncan, Duke and Cook",Barbara Webb,odudley@gmail.com,-9435,Defense,United States,742892720.5,8227,Aaron Hammond,3/24/2020 10:55,Trade Show,Medium,3,24,3.44,111965.84,1987574.01
CUST-01162,LLC Davis-Hernandez,Heather Hart,jennifer79@yahoo.com,-10508,Manufacturing,United States,535911328.4,2689,Heather Hart,10/22/2020 15:12,Trade Show,High,10,4,4.97,862913.46,1930718.46
CUST-01163,"Inc Armstrong, West and Leon",Jordan Walker,elijah91@brady-tucker.com,-6673,Automotive,United States,256160725.8,3122,Jordan Walker,5/31/2020 8:50,Cold Call,High,7,37,3.07,933889.03,1716913.84
CUST-01164,"Ltd Anderson, Scott and Hardin",Clinton Pittman,ronalddavis@montoya-chapman.info,-2701,Magnetics,United States,686377832.7,8335,Clinton Pittman,12/21/2020 8:15,Cold Call,High,5,30,4.95,596986.2,8205676
CUST-01165,LLC Bowers-Dawson,Haley Erickson,mckinneydaniel@yahoo.com,-7046,Magnetics,United States,202845726.4,7388,Haley Erickson,2/21/2020 14:39,Referral,Medium,15,24,2.13,453226.74,3036083.74
CUST-01166,LLC Patterson Ltd,Shannon Burton,meghan18@yahoo.com,-2637,Defense,United States,155886443.2,5119,Shannon Burton,5/31/2020 9:31,Referral,High,11,8,4.4,234136.79,9866668.32
CUST-01167,"LLC Jackson, Collins and Rodgers",Beth Lynch,ashleyhernandez@gmail.com,-3662,Magnetics,United States,437941164.2,3763,Beth Lynch,8/31/2020 14:18,Online,Medium,14,26,3.56,707083.22,9220819.31
CUST-01168,Inc Flores and Sons,Amanda Mitchell,shannongolden@williams-munoz.org,-2716,Automotive,United States,972785485.8,6965,Amanda Mitchell,9/14/2020 16:24,Online,High,3,9,2.05,395658.49,4692881.54
CUST-01169,LLC Duran Ltd,Jennifer Garcia,paulhale@gmail.com,-5319,Manufacturing,United States,985233015.2,1272,Jennifer Garcia,10/25/2020 16:23,Referral,Low,5,14,3.27,969229.08,5141937.71
CUST-01170,LLC Mata-Howell,Melody Phelps,yyoder@brown.com,-4055,Magnetics,United States,691671019.7,7556,Melody Phelps,3/22/2020 13:41,Cold Call,Low,10,48,4.02,491820.77,2651145.39
CUST-01171,Ltd Gonzalez-Lambert,Jennifer Ryan,gatkins@beard-gutierrez.com,-3725,Defense,United States,70376867.13,1043,Jennifer Ryan,12/12/2020 14:21,Online,Medium,15,37,3.75,274118.96,2081846.49
CUST-01172,"Ltd Roberts, Tate and Byrd",Bobby Stewart,heidipham@beard.biz,-5586,Defense,United States,513648150.4,3834,Bobby Stewart,7/14/2020 9:54,Trade Show,Low,2,38,4.37,767751.06,4719350.92
CUST-01173,Group Rose Group,Victor Young,deborah73@gmail.com,-8069,Manufacturing,United States,732180302.4,5414,Dr. Craig Charles,10/31/2020 10:44,Trade Show,Medium,10,17,2.73,81721.55,9328872.94
CUST-01174,Ltd Gregory PLC,Erin Reed MD,gquinn@gmail.com,-7964,Energy,United States,153865135,9039,Erin Reed MD,4/28/2020 11:06,Referral,High,8,20,2.03,820901.96,1257815.67
CUST-01175,Ltd Reed Ltd,Brooke Walls,brittney48@barnes.info,-7298,Manufacturing,United States,76925704.42,7584,Brooke Walls,6/24/2020 11:11,Cold Call,Medium,15,45,4.82,501681.19,1215270.78
CUST-01176,Ltd Ibarra Group,Heather Reeves,gregorywilliams@gmail.com,-2505,Technology,United States,98806103.69,6501,Heather Reeves,1/22/2020 15:09,Referral,Low,3,38,1.52,666624.33,4478385.98
CUST-01177,Ltd Brown-Turner,Albert James,jameswarren@smith.org,-5701,Energy,United States,45280451.04,196,Albert James,10/7/2020 10:53,Cold Call,High,3,31,3.92,859283.76,1839368.65
CUST-01178,"LLC Valencia, Guzman and Hamilton",Greg Sims,russelljackson@lee-johnson.com,-4961,Magnetics,United States,222983701.4,420,Greg Sims,6/26/2020 8:34,Cold Call,High,18,13,3.95,879539.54,1252772.78
CUST-01179,Ltd Ellis-Barry,Matthew Doyle,colinmoore@estrada-schultz.com,-3481,Energy,United States,423076085.9,4719,Matthew Doyle,12/13/2020 16:27,Cold Call,Medium,13,48,2.39,521450.67,5190689.69
CUST-01180,and Sons Brown Ltd,Nathan Campos,cperez@hotmail.com,-11294,Technology,United States,965093141.2,6553,Nathan Campos,6/25/2020 9:18,Online,Medium,13,35,2.06,362214.65,8317135.9
CUST-01181,"Inc Jones, Garcia and Barr",Timothy Parker,xthompson@bowman.com,-11559,Defense,United States,550847910.5,201,Timothy Parker,6/6/2020 15:56,Cold Call,High,11,43,3.99,256420.59,1261901.34
CUST-01182,Group Murray PLC,Mark Mcdonald,lisamartin@hotmail.com,-8940,Defense,United States,523110183.4,1670,Mark Mcdonald,11/7/2020 12:43,Referral,Low,0,17,4.7,407508.75,7681580.75
CUST-01183,"PLC Olson, Joyce and Barajas",William Meadows,melindagonzalez@hotmail.com,-6872,Defense,United States,856819469.1,3713,William Meadows,3/10/2020 9:50,Referral,Low,2,20,4.41,345556.04,7578134.7
CUST-01184,"LLC Rosario, Ward and Murphy",Ann Foster,drobertson@knapp.info,-8923,Manufacturing,United States,805386634.9,4712,Charles Gross,6/27/2020 16:04,Referral,Medium,7,22,3.22,281535.68,9432702.2
CUST-01185,Inc Porter-Morris,Brianna Lee,douglas05@yahoo.com,-6547,Manufacturing,United States,209912039.6,8426,Brianna Lee,3/10/2020 8:58,Referral,High,12,22,2.23,586317.67,6853675.33
CUST-01186,"and Sons Pennington, Weaver and Fleming",John Clark,tonya52@gmail.com,-7368,Automotive,United States,154957751.1,9677,John Clark,7/16/2020 13:46,Referral,High,16,33,1.22,676114.8,9165454.52
CUST-01187,"and Sons Hernandez, Knapp and Carrillo",Paige Ramirez,oliverdavid@gmail.com,-2797,Technology,United States,929636291.8,5032,Paige Ramirez,7/16/2020 9:25,Online,Low,4,33,4.86,864183.68,4250689.34
CUST-01188,Group Rivas-Welch,Robert Gallagher,corey76@yahoo.com,-5024,Defense,United States,191662976,3202,Anthony Robinson,1/21/2020 16:32,Cold Call,Medium,0,1,4.83,886423.21,3999957.51
CUST-01189,Group Henderson LLC,Charles Lee II,cfoster@carrillo.com,-3731,Manufacturing,United States,186698922.9,8503,Matthew Dudley,5/29/2020 10:02,Cold Call,Medium,18,2,2.97,431704.61,3906294.11
CUST-01190,Group Noble PLC,Christina Powell,kristin36@williams.info,-4562,Magnetics,United States,821081265.7,804,Christina Powell,3/8/2020 14:41,Trade Show,Low,3,38,2.84,332923.12,537168.52
CUST-01191,"and Sons Turner, Christian and Wiley",Laura Hernandez,mullinsedwin@saunders-moore.biz,-10236,Energy,United States,686390177.3,8730,Laura Hernandez,11/30/2020 11:23,Trade Show,Low,13,27,2.73,841739.78,130670.56
